DATASET,Index,WellID,Well Name,Loop,Channel,fps,version,HROI Change Intensity,Harmonic Intensity,Heart size,Intensity/Harmonic Intensity (top 5 %),Movement detection max,SNR,SNR Top 5%,Signal Intensity Top 5%,Signal intensity,Signal regional prominence,Start frame(movement),Stop frame(movement),empty frames,ground truth,Heartrate (BPM),error
200317152527_OlE_HR_IPF0_28C_2x,142,WE00046,D003,LO002,CO1,24.8,v1.4(may22-region),637.312,0.100,7578.000,241.171,6951.000,0.427,0.639,24.000,4.000,0.815,0.000,239.000,0.000,168.000,168.000,0.000
200317152527_OlE_HR_IPF0_28C_2x,145,WE00049,E001,LO002,CO1,24.82,v1.4(may22-region),945.071,0.211,6241.000,372.553,8561.000,0.443,0.554,79.000,11.000,0.936,0.000,239.000,0.000,168.000,168.000,0.000
200317152527_OlE_HR_IPF0_28C_2x,163,WE00067,F006,LO002,CO1,24.78,v1.4(may22-region),445.589,0.246,2169.000,40.679,3714.000,0.465,0.707,10.000,2.000,0.951,0.000,239.000,0.000,168.000,168.000,0.000
200317152527_OlE_HR_IPF0_28C_2x,164,WE00068,F005,LO002,CO1,24.81,v1.4(may22-region),609.985,0.115,4646.000,162.147,3995.000,0.476,0.640,19.000,4.000,0.944,0.000,239.000,0.000,168.000,168.000,0.000
200317152527_OlE_HR_IPF0_28C_2x,167,WE00071,F002,LO002,CO1,24.84,v1.4(may22-region),811.203,0.157,6859.000,558.446,4784.000,0.444,0.569,88.000,9.000,0.945,0.000,239.000,0.000,168.000,168.000,0.000
200317152527_OlE_HR_IPF0_28C_2x,168,WE00072,F001,LO002,CO1,24.84,v1.4(may22-region),538.361,0.061,6514.000,1713.195,6614.000,0.662,0.954,104.000,9.000,0.978,0.000,239.000,0.000,168.000,168.000,0.000
200317152527_OlE_HR_IPF0_28C_2x,173,WE00077,G005,LO002,CO1,24.82,v1.4(may22-region),639.747,0.137,11876.000,556.202,8503.000,0.635,0.909,76.000,9.000,0.915,0.000,239.000,0.000,168.000,168.000,0.000
200317152527_OlE_HR_IPF0_28C_2x,174,WE00078,G006,LO002,CO1,24.81,v1.4(may22-region),600.613,0.091,8729.000,1150.669,6290.000,0.433,0.574,105.000,9.000,0.949,0.000,239.000,0.000,168.000,168.000,0.000
200317152527_OlE_HR_IPF0_28C_2x,181,WE00085,H012,LO002,CO1,24.74,v1.4(may22-region),491.796,0.146,12697.000,129.375,9107.000,0.533,0.824,19.000,3.000,0.925,0.000,239.000,0.000,168.000,168.000,0.000
200317152527_OlE_HR_IPF0_28C_2x,183,WE00087,H010,LO002,CO1,24.84,v1.4(may22-region),683.534,0.148,5269.000,380.621,6269.000,0.704,0.944,56.000,9.000,0.985,0.000,239.000,0.000,168.000,168.000,0.000
200317152527_OlE_HR_IPF0_28C_2x,185,WE00089,H008,LO002,CO1,24.79,v1.4(may22-region),410.623,0.079,3648.000,85.331,7693.000,0.378,0.497,7.000,1.000,0.887,0.000,239.000,0.000,168.000,168.000,0.000
200317152527_OlE_HR_IPF0_28C_2x,186,WE00090,H007,LO002,CO1,24.74,v1.4(may22-region),315.783,0.101,7225.000,49.992,4104.000,0.561,0.919,5.000,1.000,0.953,0.000,239.000,0.000,168.000,168.000,0.000
200317163503_OlE_HR_IPF0_35C_2x,4,WE00004,A004,LO001,CO1,24.82,v1.4(may22-region),420.431,0.116,1325.000,53.044,3371.000,0.567,0.886,6.000,1.000,0.965,0.000,239.000,0.000,249.000,249.000,0.000
200317163503_OlE_HR_IPF0_35C_2x,12,WE00012,A012,LO001,CO1,24.82,v1.4(may22-region),523.897,0.028,2926.000,302.253,2801.000,0.672,0.841,8.000,2.000,0.998,0.000,239.000,0.000,249.000,249.000,0.000
200317163503_OlE_HR_IPF0_35C_2x,22,WE00022,B003,LO001,CO1,24.81,v1.4(may22-region),391.720,0.155,3228.000,63.589,3001.000,0.534,0.887,10.000,2.000,0.933,0.000,239.000,0.000,249.000,249.000,0.000
200317163503_OlE_HR_IPF0_35C_2x,31,WE00031,C007,LO001,CO1,24.83,v1.4(may22-region),465.323,0.035,6188.000,163.685,7138.000,0.433,0.618,6.000,1.000,0.975,0.000,239.000,0.000,249.000,249.000,0.000
200317163503_OlE_HR_IPF0_35C_2x,58,WE00058,E010,LO001,CO1,24.82,v1.4(may22-region),953.458,0.085,6078.000,550.902,7644.000,0.660,0.841,47.000,7.000,0.993,0.000,239.000,0.000,249.000,249.000,0.000
200317163503_OlE_HR_IPF0_35C_2x,64,WE00064,F009,LO001,CO1,24.83,v1.4(may22-region),697.590,0.050,3321.000,248.310,8402.000,0.362,0.457,13.000,2.000,0.685,0.000,239.000,0.000,249.000,249.000,0.000
200317163503_OlE_HR_IPF0_35C_2x,65,WE00065,F008,LO001,CO1,24.82,v1.4(may22-region),495.489,0.055,8684.000,437.552,6099.000,0.555,0.800,24.000,3.000,0.976,0.000,239.000,0.000,249.000,249.000,0.000
200317163503_OlE_HR_IPF0_35C_2x,81,WE00081,G009,LO001,CO1,24.83,v1.4(may22-region),668.090,0.103,6076.000,254.579,5343.000,0.648,0.886,26.000,4.000,0.966,0.000,239.000,0.000,249.000,249.000,0.000
200317163503_OlE_HR_IPF0_35C_2x,83,WE00083,G011,LO001,CO1,24.84,v1.4(may22-region),665.675,0.084,9794.000,297.814,8392.000,0.536,0.814,25.000,3.000,0.966,0.000,239.000,0.000,249.000,249.000,0.000
200317163503_OlE_HR_IPF0_35C_2x,137,WE00041,D008,LO002,CO1,24.87,v1.4(may22-region),455.117,0.048,4100.000,328.351,5314.000,0.508,0.705,16.000,2.000,0.982,0.000,239.000,0.000,231.000,231.000,0.000
200317163503_OlE_HR_IPF0_35C_2x,140,WE00044,D005,LO002,CO1,24.92,v1.4(may22-region),539.640,0.051,7840.000,218.439,6843.000,0.390,0.481,11.000,2.000,0.912,0.000,239.000,0.000,231.000,231.000,0.000
200317163503_OlE_HR_IPF0_35C_2x,146,WE00050,E002,LO002,CO1,24.88,v1.4(may22-region),358.982,0.041,1102.000,150.843,4977.000,0.359,0.517,6.000,1.000,0.919,0.000,239.000,0.000,231.000,231.000,0.000
200317163503_OlE_HR_IPF0_35C_2x,158,WE00062,F011,LO002,CO1,24.83,v1.4(may22-region),694.389,0.106,4447.000,574.378,6512.000,0.655,0.948,61.000,7.000,0.974,0.000,239.000,0.000,231.000,231.000,0.000
200317163503_OlE_HR_IPF0_35C_2x,169,WE00073,G001,LO002,CO1,24.84,v1.4(may22-region),405.809,0.058,6283.000,54.719,7844.000,0.480,0.615,3.000,1.000,0.980,0.000,239.000,0.000,231.000,231.000,0.000
200317163503_OlE_HR_IPF0_35C_2x,171,WE00075,G003,LO002,CO1,24.84,v1.4(may22-region),581.314,0.070,7616.000,497.578,5371.000,0.667,0.967,35.000,4.000,0.992,0.000,239.000,0.000,231.000,231.000,0.000
200317163503_OlE_HR_IPF0_35C_2x,174,WE00078,G006,LO002,CO1,24.82,v1.4(may22-region),580.114,0.071,12313.000,945.998,9398.000,0.683,0.983,67.000,6.000,0.982,0.000,239.000,0.000,231.000,231.000,0.000
200317163503_OlE_HR_IPF0_35C_2x,187,WE00091,H006,LO002,CO1,24.82,v1.4(may22-region),794.791,0.227,14063.000,659.045,8623.000,0.670,0.956,150.000,12.000,0.964,0.000,239.000,0.000,231.000,231.000,0.000
200706142144_OlE_HR_IPF0_21C,2,WE00002,A002,LO001,CO1,23.84,v1.4(may22-region),335.924,4.592,1903.000,4.947,1432.000,0.446,0.792,23.000,3.000,0.811,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,4,WE00004,A004,LO001,CO1,23.86,v1.4(may22-region),208.482,0.263,765.000,6.536,3491.000,0.479,0.652,2.000,1.000,0.996,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,5,WE00005,A005,LO001,CO1,23.87,v1.4(may22-region),383.216,6.942,2619.000,7.840,3361.000,0.552,0.851,54.000,5.000,0.892,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,6,WE00006,A006,LO001,CO1,23.85,v1.4(may22-region),275.422,0.594,1118.000,21.305,2542.000,0.730,0.928,13.000,4.000,0.996,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,8,WE00008,A008,LO001,CO1,23.85,v1.4(may22-region),432.993,3.660,4200.000,9.860,9208.000,0.630,0.874,36.000,7.000,0.863,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,9,WE00009,A009,LO001,CO1,23.84,v1.4(may22-region),387.832,20.147,3042.000,6.121,4250.000,0.510,0.775,123.000,10.000,0.938,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,10,WE00010,A010,LO001,CO1,23.84,v1.4(may22-region),369.727,12.475,8024.000,4.140,5833.000,0.635,0.897,52.000,7.000,0.886,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,17,WE00017,B008,LO001,CO1,23.85,v1.4(may22-region),680.220,0.856,7898.000,109.484,10527.000,0.390,0.495,94.000,17.000,0.785,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,21,WE00021,B004,LO001,CO1,23.84,v1.4(may22-region),579.922,0.473,9298.000,209.811,7365.000,0.345,0.413,99.000,14.000,0.582,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,27,WE00027,C003,LO001,CO1,23.88,v1.4(may22-region),375.614,8.319,7372.000,3.079,7482.000,0.523,0.826,26.000,4.000,0.875,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,28,WE00028,C004,LO001,CO1,23.86,v1.4(may22-region),423.538,4.291,6320.000,8.520,5289.000,0.571,0.861,37.000,6.000,0.880,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,32,WE00032,C008,LO001,CO1,23.85,v1.4(may22-region),550.457,12.429,4229.000,7.026,4734.000,0.661,0.941,87.000,15.000,0.890,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,33,WE00033,C009,LO001,CO1,23.83,v1.4(may22-region),468.747,17.820,8057.000,4.126,4637.000,0.533,0.883,74.000,8.000,0.866,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,34,WE00034,C010,LO001,CO1,23.86,v1.4(may22-region),357.958,2.508,2977.000,5.643,2697.000,0.401,0.651,14.000,3.000,0.886,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,37,WE00037,D012,LO001,CO1,23.85,v1.4(may22-region),355.041,1.005,3566.000,20.061,5187.000,0.427,0.624,20.000,3.000,0.943,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,39,WE00039,D010,LO001,CO1,23.85,v1.4(may22-region),276.221,2.626,1292.000,2.789,4342.000,0.525,0.807,7.000,2.000,0.854,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,47,WE00047,D002,LO001,CO1,23.83,v1.4(may22-region),472.619,0.794,5841.000,31.827,7397.000,0.375,0.556,25.000,4.000,0.757,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,51,WE00051,E003,LO001,CO1,23.85,v1.4(may22-region),338.305,0.413,440.000,7.465,4401.000,0.456,0.752,3.000,1.000,1.000,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,55,WE00055,E007,LO001,CO1,23.8,v1.4(may22-region),211.084,1.576,466.000,2.549,3095.000,0.409,0.671,4.000,1.000,0.738,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,57,WE00057,E009,LO001,CO1,23.79,v1.4(may22-region),408.598,4.065,2625.000,4.700,5660.000,0.398,0.620,19.000,3.000,0.876,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,66,WE00087,H010,LO001,CO1,23.82,v1.4(may22-region),459.741,10.783,7149.000,3.032,5779.000,0.526,0.834,33.000,6.000,0.928,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,67,WE00088,H009,LO001,CO1,23.83,v1.4(may22-region),415.880,0.806,2076.000,33.214,4897.000,0.459,0.614,27.000,6.000,0.996,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,70,WE00091,H006,LO001,CO1,23.84,v1.4(may22-region),636.170,8.011,8121.000,10.868,10884.000,0.472,0.727,87.000,13.000,0.948,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,71,WE00092,H005,LO001,CO1,23.82,v1.4(may22-region),535.796,1.184,7039.000,29.624,5964.000,0.405,0.570,35.000,6.000,0.835,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,74,WE00095,H002,LO001,CO1,23.81,v1.4(may22-region),394.451,6.644,5486.000,5.338,6519.000,0.546,0.839,35.000,6.000,0.928,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,75,WE00096,H001,LO001,CO1,23.79,v1.4(may22-region),489.561,6.196,11671.000,6.908,10874.000,0.510,0.778,43.000,6.000,0.943,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,77,WE00002,A002,LO002,CO1,23.82,v1.4(may22-region),451.617,18.282,4911.000,2.652,2343.000,0.552,0.855,48.000,6.000,0.793,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,79,WE00004,A004,LO002,CO1,23.81,v1.4(may22-region),651.004,27.958,5421.000,4.288,5003.000,0.640,0.918,120.000,17.000,0.895,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,80,WE00005,A005,LO002,CO1,23.83,v1.4(may22-region),266.538,0.218,1787.000,25.868,2720.000,0.348,0.525,6.000,1.000,0.718,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,81,WE00006,A006,LO002,CO1,23.82,v1.4(may22-region),526.653,6.662,5525.000,9.056,4629.000,0.589,0.837,60.000,10.000,0.876,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,83,WE00008,A008,LO002,CO1,23.8,v1.4(may22-region),512.466,19.163,5351.000,5.485,4549.000,0.591,0.872,105.000,11.000,0.879,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,84,WE00009,A009,LO002,CO1,23.81,v1.4(may22-region),541.532,53.633,4959.000,5.963,5626.000,0.582,0.886,320.000,25.000,0.853,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,85,WE00010,A010,LO002,CO1,23.8,v1.4(may22-region),407.222,4.934,4393.000,10.434,6865.000,0.630,0.809,51.000,9.000,0.977,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,86,WE00011,A011,LO002,CO1,23.79,v1.4(may22-region),325.508,0.070,1942.000,82.614,2994.000,0.335,0.411,6.000,2.000,0.797,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,92,WE00017,B008,LO002,CO1,23.81,v1.4(may22-region),526.037,6.009,9030.000,27.577,5418.000,0.458,0.650,166.000,14.000,0.878,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,102,WE00027,C003,LO002,CO1,23.78,v1.4(may22-region),201.036,2.022,1573.000,4.587,66311.000,0.390,0.767,9.000,2.000,0.747,91.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,103,WE00028,C004,LO002,CO1,23.82,v1.4(may22-region),516.779,14.203,4866.000,7.545,5442.000,0.556,0.921,107.000,10.000,0.834,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,105,WE00030,C006,LO002,CO1,23.82,v1.4(may22-region),369.395,1.981,4195.000,7.687,3366.000,0.437,0.688,15.000,3.000,0.904,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,107,WE00032,C008,LO002,CO1,23.85,v1.4(may22-region),211.876,0.170,607.000,16.684,14997.000,0.387,0.521,3.000,1.000,0.995,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,108,WE00033,C009,LO002,CO1,23.8,v1.4(may22-region),382.593,6.677,4305.000,1.981,6044.000,0.443,0.727,13.000,3.000,0.857,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,109,WE00034,C010,LO002,CO1,23.82,v1.4(may22-region),567.774,39.983,6878.000,6.358,5203.000,0.613,0.906,254.000,24.000,0.836,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,112,WE00037,D012,LO002,CO1,23.8,v1.4(may22-region),676.862,0.204,5570.000,260.567,12079.000,0.349,0.445,53.000,13.000,0.780,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,114,WE00039,D010,LO002,CO1,23.83,v1.4(may22-region),213.955,2.375,1251.000,3.850,1678.000,0.550,0.819,9.000,2.000,0.888,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,117,WE00042,D007,LO002,CO1,23.84,v1.4(may22-region),528.744,0.202,3989.000,118.164,7761.000,0.347,0.445,24.000,6.000,0.719,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,122,WE00047,D002,LO002,CO1,23.83,v1.4(may22-region),307.210,0.205,548.000,35.144,3914.000,0.355,0.526,7.000,2.000,0.609,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,126,WE00051,E003,LO002,CO1,23.82,v1.4(may22-region),385.120,3.455,9157.000,8.813,8049.000,0.572,0.814,30.000,5.000,0.997,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,132,WE00057,E009,LO002,CO1,23.8,v1.4(may22-region),424.684,6.233,2411.000,16.218,3080.000,0.521,0.860,101.000,9.000,0.958,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,141,WE00087,H010,LO002,CO1,23.79,v1.4(may22-region),574.233,2.738,9142.000,30.415,7707.000,0.444,0.612,83.000,10.000,0.841,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,142,WE00088,H009,LO002,CO1,23.81,v1.4(may22-region),400.117,3.074,9573.000,11.631,7306.000,0.560,0.767,36.000,6.000,0.989,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,144,WE00090,H007,LO002,CO1,23.8,v1.4(may22-region),580.672,18.772,5719.000,3.086,5568.000,0.596,0.916,58.000,11.000,0.863,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,145,WE00091,H006,LO002,CO1,23.8,v1.4(may22-region),626.399,25.132,7460.000,4.040,5212.000,0.642,0.934,102.000,18.000,0.919,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,146,WE00092,H005,LO002,CO1,23.83,v1.4(may22-region),351.207,0.635,3761.000,24.990,4436.000,0.476,0.628,16.000,3.000,0.984,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,147,WE00093,H004,LO002,CO1,23.78,v1.4(may22-region),328.448,1.476,7896.000,9.022,6045.000,0.581,0.876,13.000,3.000,0.874,0.000,239.000,0.000,96.000,96.000,0.000
200706142144_OlE_HR_IPF0_21C,149,WE00095,H002,LO002,CO1,23.81,v1.4(may22-region),689.826,6.031,7527.000,12.533,7220.000,0.462,0.665,76.000,13.000,0.908,0.000,239.000,0.000,96.000,96.000,0.000
200706153459_OlE_HR_IPF0_28C,2,WE00002,A002,LO001,CO1,23.78,v1.4(may22-region),495.272,0.059,6917.000,478.622,4922.000,0.676,0.911,28.000,4.000,0.985,0.000,239.000,0.000,161.000,161.000,0.000
200706153459_OlE_HR_IPF0_28C,4,WE00004,A004,LO001,CO1,23.82,v1.4(may22-region),425.476,0.183,611.000,24.037,10398.000,0.578,0.823,4.000,2.000,0.982,0.000,239.000,0.000,161.000,161.000,0.000
200706153459_OlE_HR_IPF0_28C,5,WE00005,A005,LO001,CO1,23.81,v1.4(may22-region),393.491,0.126,5006.000,86.879,5828.000,0.489,0.701,11.000,2.000,0.980,0.000,239.000,0.000,161.000,161.000,0.000
200706153459_OlE_HR_IPF0_28C,6,WE00006,A006,LO001,CO1,23.81,v1.4(may22-region),342.412,0.153,5212.000,40.146,8416.000,0.562,0.914,6.000,1.000,0.946,0.000,239.000,0.000,161.000,161.000,0.000
200706153459_OlE_HR_IPF0_28C,11,WE00011,A011,LO001,CO1,23.81,v1.4(may22-region),380.990,0.060,1751.000,66.792,3606.000,0.374,0.519,4.000,1.000,0.958,0.000,239.000,0.000,161.000,161.000,0.000
200706153459_OlE_HR_IPF0_28C,29,WE00029,C005,LO001,CO1,23.8,v1.4(may22-region),317.925,0.079,2152.000,248.032,3707.000,0.725,0.953,20.000,2.000,0.995,0.000,239.000,0.000,161.000,161.000,0.000
200706153459_OlE_HR_IPF0_28C,34,WE00034,C010,LO001,CO1,23.82,v1.4(may22-region),387.113,0.109,6181.000,44.970,5577.000,0.465,0.625,5.000,1.000,0.973,0.000,239.000,0.000,161.000,161.000,0.000
200706153459_OlE_HR_IPF0_28C,35,WE00035,C011,LO001,CO1,23.8,v1.4(may22-region),439.367,0.069,6682.000,207.777,4181.000,0.524,0.771,14.000,2.000,0.975,0.000,239.000,0.000,161.000,161.000,0.000
200706153459_OlE_HR_IPF0_28C,39,WE00039,D010,LO001,CO1,23.82,v1.4(may22-region),308.512,0.083,2778.000,177.755,2990.000,0.626,0.909,15.000,2.000,0.986,0.000,239.000,0.000,161.000,161.000,0.000
200706153459_OlE_HR_IPF0_28C,41,WE00041,D008,LO001,CO1,23.81,v1.4(may22-region),804.216,0.100,7990.000,714.815,8291.000,0.632,0.809,72.000,10.000,0.990,0.000,239.000,0.000,161.000,161.000,0.000
200706153459_OlE_HR_IPF0_28C,44,WE00044,D005,LO001,CO1,23.78,v1.4(may22-region),362.681,0.060,6275.000,152.510,5490.000,0.618,0.919,9.000,2.000,0.991,0.000,239.000,0.000,161.000,161.000,0.000
200706153459_OlE_HR_IPF0_28C,49,WE00049,E001,LO001,CO1,23.79,v1.4(may22-region),578.589,0.164,13530.000,291.236,9992.000,0.639,0.832,48.000,7.000,0.981,0.000,239.000,0.000,161.000,161.000,0.000
200706153459_OlE_HR_IPF0_28C,51,WE00051,E003,LO001,CO1,23.82,v1.4(may22-region),505.853,0.170,8439.000,125.582,13459.000,0.568,0.874,21.000,3.000,0.958,0.000,239.000,0.000,161.000,161.000,0.000
200706153459_OlE_HR_IPF0_28C,55,WE00055,E007,LO001,CO1,23.81,v1.4(may22-region),384.772,0.154,11197.000,94.898,5950.000,0.597,0.881,15.000,2.000,0.968,0.000,239.000,0.000,161.000,161.000,0.000
200706153459_OlE_HR_IPF0_28C,57,WE00057,E009,LO001,CO1,23.8,v1.4(may22-region),263.057,0.030,652.000,146.268,6275.000,0.746,0.869,4.000,1.000,1.000,0.000,239.000,0.000,161.000,161.000,0.000
200706153459_OlE_HR_IPF0_28C,59,WE00059,E011,LO001,CO1,23.8,v1.4(may22-region),920.689,0.222,9441.000,314.627,10357.000,0.505,0.626,70.000,10.000,0.975,0.000,239.000,0.000,161.000,161.000,0.000
200706153459_OlE_HR_IPF0_28C,66,WE00087,H010,LO001,CO1,23.82,v1.4(may22-region),511.313,0.158,8952.000,366.650,9914.000,0.713,0.983,58.000,6.000,0.983,0.000,239.000,0.000,161.000,161.000,0.000
200706153459_OlE_HR_IPF0_28C,67,WE00088,H009,LO001,CO1,23.82,v1.4(may22-region),342.395,0.156,4704.000,51.411,6009.000,0.659,0.977,8.000,1.000,0.946,0.000,239.000,0.000,161.000,161.000,0.000
200706153459_OlE_HR_IPF0_28C,72,WE00093,H004,LO001,CO1,23.79,v1.4(may22-region),514.865,0.102,8838.000,112.864,10313.000,0.510,0.710,11.000,2.000,0.986,0.000,239.000,0.000,161.000,161.000,0.000
200706153459_OlE_HR_IPF0_28C,81,WE00006,A006,LO002,CO1,23.79,v1.4(may22-region),964.209,0.354,7784.000,460.165,6932.000,0.413,0.544,163.000,15.000,0.917,0.000,239.000,0.000,167.000,167.000,0.000
200706153459_OlE_HR_IPF0_28C,82,WE00007,A007,LO002,CO1,23.8,v1.4(may22-region),800.395,0.157,7428.000,368.467,10716.000,0.356,0.448,58.000,8.000,0.595,0.000,239.000,0.000,167.000,167.000,0.000
200706153459_OlE_HR_IPF0_28C,109,WE00034,C010,LO002,CO1,23.79,v1.4(may22-region),368.147,0.038,3836.000,345.119,4176.000,0.722,0.930,13.000,2.000,0.995,0.000,239.000,0.000,167.000,167.000,0.000
200706153459_OlE_HR_IPF0_28C,114,WE00039,D010,LO002,CO1,23.82,v1.4(may22-region),738.222,0.173,7696.000,492.543,7790.000,0.597,0.809,85.000,9.000,0.974,0.000,239.000,0.000,167.000,167.000,0.000
200706153459_OlE_HR_IPF0_28C,117,WE00042,D007,LO002,CO1,23.8,v1.4(may22-region),697.695,0.158,7258.000,347.558,5086.000,0.464,0.651,55.000,6.000,0.964,0.000,239.000,0.000,167.000,167.000,0.000
200706153459_OlE_HR_IPF0_28C,119,WE00044,D005,LO002,CO1,23.8,v1.4(may22-region),452.999,0.083,7834.000,342.785,4891.000,0.683,0.945,29.000,4.000,0.985,0.000,239.000,0.000,167.000,167.000,0.000
200706153459_OlE_HR_IPF0_28C,124,WE00049,E001,LO002,CO1,23.81,v1.4(may22-region),467.556,0.240,3132.000,65.502,5817.000,0.392,0.618,16.000,2.000,0.792,0.000,239.000,0.000,167.000,167.000,0.000
200706153459_OlE_HR_IPF0_28C,134,WE00059,E011,LO002,CO1,23.81,v1.4(may22-region),649.942,0.074,9511.000,1013.111,6933.000,0.628,0.841,75.000,8.000,0.982,0.000,239.000,0.000,167.000,167.000,0.000
200706153459_OlE_HR_IPF0_28C,146,WE00092,H005,LO002,CO1,23.79,v1.4(may22-region),322.585,0.033,975.000,72.181,3673.000,0.541,0.667,2.000,1.000,0.998,0.000,239.000,0.000,167.000,167.000,0.000
200706153459_OlE_HR_IPF0_28C,147,WE00093,H004,LO002,CO1,23.81,v1.4(may22-region),721.963,0.086,10018.000,2036.439,7986.000,0.740,0.938,174.000,16.000,0.982,0.000,239.000,0.000,167.000,167.000,0.000
200706153459_OlE_HR_IPF0_28C,148,WE00094,H003,LO002,CO1,23.8,v1.4(may22-region),630.213,0.138,5029.000,181.794,6295.000,0.363,0.466,25.000,3.000,0.779,0.000,239.000,0.000,167.000,167.000,0.000
200706153459_OlE_HR_IPF0_28C,150,WE00096,H001,LO002,CO1,23.82,v1.4(may22-region),578.057,0.116,13842.000,1920.229,9067.000,0.596,0.803,223.000,13.000,0.974,0.000,239.000,0.000,167.000,167.000,0.000
200706164228_OlE_HR_IPF0_35C,4,WE00004,A004,LO001,CO1,23.84,v1.4(may22-region),751.466,0.151,8209.000,378.087,8029.000,0.572,0.765,57.000,7.000,0.988,0.000,239.000,0.000,239.000,239.000,0.000
200706164228_OlE_HR_IPF0_35C,5,WE00005,A005,LO001,CO1,23.79,v1.4(may22-region),433.998,0.088,6545.000,112.629,3962.000,0.565,0.926,10.000,2.000,0.949,0.000,239.000,0.000,239.000,239.000,0.000
